reg;jour;P_f;P_h;P;T_f;T_h;T;cl_age90
27;2020-05-26;0;2;2;154;98;252;49
27;2020-05-26;3;0;3;169;114;283;59
27;2020-05-26;0;0;0;127;140;268;69
27;2020-05-26;0;0;0;120;142;262;79
27;2020-05-26;1;4;5;145;96;241;89
27;2020-05-26;0;0;0;115;32;147;90
27;2020-05-26;5;6;11;1206;905;2114;0
28;2020-05-26;0;1;1;48;55;104;09
28;2020-05-26;0;1;1;58;75;136;19
28;2020-05-26;0;0;0;115;79;195;29
28;2020-05-26;2;0;2;123;88;211;39
28;2020-05-26;0;0;0;110;85;195;49
28;2020-05-26;0;2;2;138;119;257;59
28;2020-05-26;1;1;2;115;136;251;69
28;2020-05-26;0;0;0;116;106;222;79
28;2020-05-26;2;1;3;76;80;156;89
28;2020-05-26;0;1;1;49;17;66;90
28;2020-05-26;5;7;12;948;840;1793;0
32;2020-05-26;3;0;3;101;92;193;09
32;2020-05-26;4;5;9;119;146;265;19
32;2020-05-26;8;6;14;351;261;613;29
32;2020-05-26;7;4;11;380;329;711;39
32;2020-05-26;11;4;15;420;441;861;49
32;2020-05-26;8;5;13;342;287;631;59
32;2020-05-26;5;5;10;262;241;503;69
32;2020-05-26;6;4;10;197;186;384;79
32;2020-05-26;13;2;16;219;117;338;89
32;2020-05-26;14;2;16;141;33;174;90
32;2020-05-26;79;37;117;2534;2134;4676;0
44;2020-05-26;0;1;1;96;100;199;09
44;2020-05-26;2;4;6;117;153;272;19
44;2020-05-26;7;4;11;345;314;659;29
44;2020-05-26;5;2;7;400;297;698;39
44;2020-05-26;3;6;9;371;255;626;49
44;2020-05-26;8;0;8;378;277;655;59
44;2020-05-26;4;4;8;325;291;616;69
44;2020-05-26;5;3;8;238;293;531;79
44;2020-05-26;11;11;22;253;163;416;89
44;2020-05-26;11;0;11;139;36;176;90
44;2020-05-26;56;35;91;2662;2180;4849;0
52;2020-05-26;0;0;1;66;73;151;09
52;2020-05-26;0;0;0;78;101;187;19
52;2020-05-26;0;2;2;141;125;268;29
52;2020-05-26;4;5;9;191;143;338;39
52;2020-05-26;0;5;5;194;105;303;49
52;2020-05-26;3;3;6;143;105;252;59
52;2020-05-26;3;1;4;98;106;205;69
52;2020-05-26;2;2;4;82;92;175;79
52;2020-05-26;0;0;0;129;79;218;89
52;2020-05-26;4;2;6;114;33;147;90
52;2020-05-26;16;20;37;1238;963;2247;0
53;2020-05-26;1;0;1;51;70;123;09
53;2020-05-26;1;2;3;62;64;132;19
53;2020-05-26;0;1;1;120;119;240;29
53;2020-05-26;2;1;3;121;125;246;39
53;2020-05-26;2;3;5;127;96;223;49
53;2020-05-26;1;2;3;134;120;254;59
53;2020-05-26;1;1;2;91;64;155;69
53;2020-05-26;0;0;0;78;64;142;79
53;2020-05-26;0;0;0;80;54;134;89
53;2020-05-26;0;1;1;40;23;63;90
53;2020-05-26;8;11;19;904;799;1712;0
75;2020-05-26;0;0;0;88;121;209;09
75;2020-05-26;0;0;0;148;195;344;19
75;2020-05-26;4;9;13;395;464;860;29
75;2020-05-26;1;4;5;425;265;691;39
75;2020-05-26;3;6;9;406;267;673;49
75;2020-05-26;7;0;7;448;240;691;59
75;2020-05-26;4;0;4;237;179;416;69
75;2020-05-26;2;2;4;174;155;329;79
75;2020-05-26;1;0;1;251;152;404;89
75;2020-05-26;0;0;0;237;61;298;90
75;2020-05-26;22;21;43;2809;2102;4918;0
76;2020-05-26;0;1;1;99;100;202;09
76;2020-05-26;0;1;1;129;120;249;19
76;2020-05-26;1;2;3;301;226;527;29
76;2020-05-26;0;0;0;307;225;532;39
76;2020-05-26;2;3;5;312;228;540;49
76;2020-05-26;0;0;0;322;250;572;59
76;2020-05-26;0;0;0;237;273;510;69
76;2020-05-26;1;0;1;245;239;484;79
76;2020-05-26;3;1;4;268;136;404;89
76;2020-05-26;1;2;3;166;52;218;90
76;2020-05-26;8;10;18;2388;1849;4240;0
84;2020-05-26;0;0;0;139;185;327;09
84;2020-05-26;1;0;1;162;191;354;19
84;2020-05-26;2;0;2;346;275;621;29
84;2020-05-26;5;2;7;445;286;731;39
84;2020-05-26;3;1;4;339;264;603;49
84;2020-05-26;4;5;9;349;267;616;59
84;2020-05-26;1;5;6;317;293;610;69
84;2020-05-26;5;1;6;241;270;511;79
84;2020-05-26;2;2;4;321;189;510;89
84;2020-05-26;2;1;3;199;66;265;90
84;2020-05-26;25;17;42;2858;2287;5149;0
93;2020-05-26;2;1;3;69;87;160;09
93;2020-05-26;2;1;3;103;111;226;19
93;2020-05-26;0;3;3;354;206;631;29
93;2020-05-26;1;2;3;400;244;717;39
93;2020-05-26;2;4;6;335;295;680;49
93;2020-05-26;3;2;5;411;287;724;59
93;2020-05-26;2;2;4;312;299;637;69
93;2020-05-26;1;3;4;339;289;655;79
93;2020-05-26;1;3;4;316;237;570;89
93;2020-05-26;4;3;7;234;68;303;90
93;2020-05-26;18;24;42;2874;2126;5308;0
94;2020-05-26;0;0;0;1;1;2;09
94;2020-05-26;0;0;0;6;4;10;19
94;2020-05-26;0;0;0;16;4;20;29
94;2020-05-26;0;0;0;15;7;22;39
94;2020-05-26;0;0;0;17;18;35;49
94;2020-05-26;0;0;0;13;17;30;59
94;2020-05-26;0;0;0;31;19;50;69
94;2020-05-26;0;0;0;11;18;29;79
94;2020-05-26;1;0;1;6;12;18;89
94;2020-05-26;0;0;0;3;4;7;90
94;2020-05-26;1;0;1;119;104;223;0
01;2020-05-27;0;0;0;0;1;1;09
01;2020-05-27;0;0;0;2;4;6;19
01;2020-05-27;0;0;0;6;5;11;29
01;2020-05-27;0;0;0;2;4;6;39
01;2020-05-27;0;0;0;2;2;5;49
01;2020-05-27;0;0;0;4;4;8;59
01;2020-05-27;0;0;0;2;8;10;69
01;2020-05-27;0;0;0;0;1;1;79
01;2020-05-27;0;0;0;1;0;1;89
01;2020-05-27;0;0;0;0;0;0;90
01;2020-05-27;0;0;0;19;29;49;0
02;2020-05-27;0;0;0;1;2;3;09
02;2020-05-27;0;0;0;3;6;9;19
02;2020-05-27;0;0;0;10;9;19;29
02;2020-05-27;0;0;0;6;6;12;39
02;2020-05-27;0;0;0;16;7;23;49
02;2020-05-27;0;0;0;20;9;29;59
02;2020-05-27;0;0;0;13;6;19;69
02;2020-05-27;0;0;0;1;5;6;79
02;2020-05-27;0;0;0;3;0;3;89
02;2020-05-27;0;0;0;0;0;0;90
02;2020-05-27;0;0;0;73;50;123;0
03;2020-05-27;0;1;1;3;2;5;09
03;2020-05-27;3;3;6;22;11;33;19
03;2020-05-27;1;2;3;8;23;32;29
03;2020-05-27;1;3;4;16;23;39;39
03;2020-05-27;0;2;2;16;19;35;49
03;2020-05-27;1;1;2;15;11;26;59
03;2020-05-27;0;1;1;5;8;13;69
03;2020-05-27;0;0;0;2;2;4;79
03;2020-05-27;0;1;1;2;3;5;89
03;2020-05-27;0;0;0;0;0;0;90
03;2020-05-27;6;14;20;89;102;192;0
04;2020-05-27;0;0;0;9;10;20;09
04;2020-05-27;0;0;0;26;26;52;19
04;2020-05-27;1;1;2;66;36;102;29
04;2020-05-27;0;0;0;51;46;97;39
04;2020-05-27;0;0;0;42;43;85;49
04;2020-05-27;0;0;0;47;49;96;59
04;2020-05-27;0;0;0;44;63;107;69
04;2020-05-27;0;0;0;22;27;49;79
04;2020-05-27;0;0;0;17;8;25;89
04;2020-05-27;0;0;0;4;1;5;90
04;2020-05-27;1;1;2;328;309;638;0
05;2020-05-27;0;0;0;0;0;0;09
05;2020-05-27;0;0;0;0;0;0;19
05;2020-05-27;0;0;0;0;0;0;29
05;2020-05-27;0;0;0;0;0;0;39
05;2020-05-27;0;0;0;0;0;0;49
05;2020-05-27;0;0;0;0;0;0;59
05;2020-05-27;0;0;0;0;0;0;69
05;2020-05-27;0;0;0;0;0;0;79
05;2020-05-27;0;0;0;0;0;0;89
05;2020-05-27;0;0;0;0;0;0;90
05;2020-05-27;0;0;0;0;0;0;0
06;2020-05-27;0;0;0;5;7;12;09
06;2020-05-27;0;1;1;5;4;9;19
06;2020-05-27;3;1;4;13;9;22;29
06;2020-05-27;2;0;2;16;10;26;39
06;2020-05-27;3;3;6;6;7;13;49
06;2020-05-27;0;0;0;6;3;9;59
06;2020-05-27;1;3;4;3;7;10;69
06;2020-05-27;0;0;0;3;1;4;79
06;2020-05-27;0;0;0;0;0;0;89
06;2020-05-27;0;0;0;1;0;1;90
06;2020-05-27;9;8;17;58;48;106;0
07;2020-05-27;0;0;0;0;0;0;09
07;2020-05-27;0;0;0;0;1;1;19
07;2020-05-27;0;0;0;2;0;2;29
07;2020-05-27;0;0;0;0;1;1;39
07;2020-05-27;0;0;0;2;2;4;49
07;2020-05-27;0;0;0;1;5;6;59
07;2020-05-27;0;0;0;0;0;0;69
07;2020-05-27;0;0;0;0;0;0;79
07;2020-05-27;0;0;0;0;1;1;89
07;2020-05-27;0;0;0;0;0;0;90
07;2020-05-27;0;0;0;5;10;15;0
08;2020-05-27;0;0;0;0;0;0;09
08;2020-05-27;0;0;0;0;0;0;19
08;2020-05-27;0;0;0;0;0;0;29
08;2020-05-27;0;0;0;0;1;1;39
08;2020-05-27;0;0;0;0;0;0;49
08;2020-05-27;0;0;0;1;2;3;59
08;2020-05-27;0;0;0;3;0;3;69
08;2020-05-27;0;0;0;0;0;0;79
08;2020-05-27;0;0;0;0;0;0;89
08;2020-05-27;0;0;0;0;0;0;90
08;2020-05-27;0;0;0;4;3;7;0
11;2020-05-27;3;4;7;199;235;446;09
11;2020-05-27;9;7;16;244;251;499;19
11;2020-05-27;11;8;19;617;523;1141;29
11;2020-05-27;11;13;24;745;559;1308;39
11;2020-05-27;18;13;31;670;537;1210;49
11;2020-05-27;15;12;28;707;635;1346;59
11;2020-05-27;17;16;33;508;469;978;69
11;2020-05-27;8;9;17;418;371;793;79
11;2020-05-27;17;15;32;411;244;658;89
11;2020-05-27;34;3;37;254;75;329;90
11;2020-05-27;143;100;244;4789;3917;8745;0
24;2020-05-27;0;0;0;27;29;58;09
24;2020-05-27;1;0;1;45;44;89;19
24;2020-05-27;1;0;2;83;74;159;29
24;2020-05-27;1;0;1;100;83;184;39
24;2020-05-27;2;2;4;97;87;184;49
24;2020-05-27;0;0;0;123;72;195;59
24;2020-05-27;1;3;4;83;87;170;69
24;2020-05-27;1;2;3;71;92;163;79
24;2020-05-27;1;0;1;86;54;140;89
24;2020-05-27;0;0;0;55;22;77;90
24;2020-05-27;8;7;16;770;644;1419;0
27;2020-05-27;0;0;0;38;41;79;09
27;2020-05-27;0;0;0;47;46;93;19
27;2020-05-27;1;0;1;132;81;213;29
27;2020-05-27;0;0;0;146;80;226;39
27;2020-05-27;2;0;2;132;100;232;49
27;2020-05-27;0;3;3;158;96;254;59
27;2020-05-27;0;1;1;111;119;230;69
27;2020-05-27;0;4;4;102;89;191;79
27;2020-05-27;2;1;3;111;64;175;89
27;2020-05-27;1;0;1;58;18;76;90
27;2020-05-27;6;9;15;1036;734;1770;0
28;2020-05-27;0;1;1;32;50;83;09
28;2020-05-27;0;0;0;40;56;97;19
28;2020-05-27;1;0;1;96;71;167;29
28;2020-05-27;1;0;1;127;88;216;39
28;2020-05-27;1;0;1;126;73;199;49
28;2020-05-27;2;0;2;110;88;199;59
28;2020-05-27;1;0;1;115;91;206;69
28;2020-05-27;0;0;0;72;80;152;79
28;2020-05-27;0;0;0;88;54;143;89
28;2020-05-27;1;0;1;34;21;55;90
28;2020-05-27;7;1;8;840;672;1517;0
32;2020-05-27;0;2;2;61;115;176;09
32;2020-05-27;4;4;8;101;117;219;19
32;2020-05-27;10;2;12;339;187;529;29
32;2020-05-27;4;3;7;296;249;545;39
32;2020-05-27;7;4;11;338;311;652;49
32;2020-05-27;8;5;13;297;269;567;59
32;2020-05-27;3;1;4;248;204;452;69
32;2020-05-27;8;5;13;191;192;383;79
32;2020-05-27;14;9;23;255;111;366;89
32;2020-05-27;9;2;11;148;49;197;90
32;2020-05-27;67;37;104;2274;1805;4087;0
44;2020-05-27;0;1;1;91;113;205;09
44;2020-05-27;0;1;1;108;135;244;19
44;2020-05-27;7;4;11;263;184;447;29
44;2020-05-27;3;6;9;327;194;521;39
44;2020-05-27;8;1;9;307;240;548;49
44;2020-05-27;4;4;8;322;230;553;59
44;2020-05-27;4;2;6;258;211;469;69
44;2020-05-27;1;2;3;222;237;459;79
44;2020-05-27;3;1;4;243;156;399;89
44;2020-05-27;6;2;8;119;33;154;90
44;2020-05-27;36;24;60;2260;1733;3999;0
52;2020-05-27;1;4;5;60;88;156;09
52;2020-05-27;1;1;2;88;67;157;19
52;2020-05-27;3;3;6;165;91;260;29
52;2020-05-27;4;6;10;178;115;297;39
52;2020-05-27;6;2;8;160;82;243;49
52;2020-05-27;6;3;9;156;97;259;59
52;2020-05-27;3;1;4;86;78;167;69
52;2020-05-27;1;1;2;72;82;156;79
52;2020-05-27;4;1;5;127;68;197;89
52;2020-05-27;5;0;5;94;34;129;90
52;2020-05-27;34;22;56;1186;802;2021;0
53;2020-05-27;0;0;0;36;58;103;09
53;2020-05-27;1;3;4;41;60;102;19
53;2020-05-27;2;4;6;100;96;196;29
53;2020-05-27;2;1;3;115;90;205;39
53;2020-05-27;2;2;4;121;66;187;49
53;2020-05-27;0;0;0;103;83;186;59
53;2020-05-27;1;0;1;86;68;154;69
53;2020-05-27;1;0;1;74;68;142;79
53;2020-05-27;1;0;1;90;48;138;89
53;2020-05-27;1;0;1;58;25;83;90
53;2020-05-27;11;10;21;824;663;1497;0
75;2020-05-27;3;1;4;72;124;197;09
75;2020-05-27;0;3;3;145;180;325;19
75;2020-05-27;3;2;5;313;337;651;29
75;2020-05-27;0;2;2;323;274;600;39
75;2020-05-27;3;6;9;372;291;667;49
75;2020-05-27;4;1;5;364;246;611;59
75;2020-05-27;1;2;3;188;174;362;69
75;2020-05-27;2;2;4;148;151;299;79
75;2020-05-27;1;1;2;180;118;299;89
75;2020-05-27;4;1;5;141;48;189;90
75;2020-05-27;21;21;42;2246;1944;4201;0
76;2020-05-27;0;0;0;77;86;169;09
76;2020-05-27;0;1;1;111;126;240;19
76;2020-05-27;2;2;4;239;231;470;29
76;2020-05-27;2;1;3;282;202;485;39
76;2020-05-27;4;2;6;275;187;462;49
76;2020-05-27;1;4;5;272;226;498;59
76;2020-05-27;2;0;2;232;207;439;69
76;2020-05-27;0;5;5;214;197;411;79
76;2020-05-27;2;0;2;216;132;349;89
76;2020-05-27;3;1;4;121;70;191;90
76;2020-05-27;16;16;32;2042;1664;3717;0
84;2020-05-27;0;1;1;130;167;299;09
84;2020-05-27;0;0;0;166;175;341;19
84;2020-05-27;4;0;4;276;238;514;29
84;2020-05-27;3;3;6;311;226;538;39
84;2020-05-27;7;2;9;304;231;535;49
84;2020-05-27;3;4;7;278;217;495;59
84;2020-05-27;1;4;5;252;225;477;69
84;2020-05-27;3;2;5;197;210;408;79
84;2020-05-27;3;1;4;202;151;353;89
84;2020-05-27;4;1;5;137;48;185;90
84;2020-05-27;28;18;47;2253;1889;4147;0
93;2020-05-27;0;1;1;99;88;204;09
93;2020-05-27;1;1;2;101;109;222;19
93;2020-05-27;3;0;4;261;198;474;29
93;2020-05-27;3;4;7;275;228;519;39
93;2020-05-27;3;4;7;266;234;511;49
93;2020-05-27;3;2;5;321;270;608;59
93;2020-05-27;2;0;2;255;229;507;69
93;2020-05-27;1;3;4;211;256;482;79
93;2020-05-27;1;1;2;241;164;424;89
93;2020-05-27;5;1;6;143;47;194;90
93;2020-05-27;22;17;40;2174;1823;4146;0
94;2020-05-27;0;0;0;3;4;7;09
94;2020-05-27;0;0;0;5;2;7;19
94;2020-05-27;0;0;0;20;10;30;29
94;2020-05-27;0;0;0;22;8;30;39
94;2020-05-27;0;0;0;19;16;35;49
94;2020-05-27;0;0;0;20;14;34;59
94;2020-05-27;0;0;0;21;16;37;69
94;2020-05-27;0;0;0;25;14;39;79
94;2020-05-27;0;0;0;9;13;22;89
94;2020-05-27;0;0;0;0;3;3;90
94;2020-05-27;0;0;0;144;100;244;0
01;2020-05-28;0;0;0;2;1;3;09
01;2020-05-28;0;0;0;6;3;9;19
01;2020-05-28;0;0;0;27;18;46;29
01;2020-05-28;0;0;0;13;9;22;39
01;2020-05-28;1;0;1;18;14;32;49
01;2020-05-28;0;0;0;18;12;30;59
01;2020-05-28;0;0;0;11;9;20;69
01;2020-05-28;0;0;0;4;5;9;79
01;2020-05-28;0;0;0;2;2;4;89
01;2020-05-28;0;0;0;0;0;0;90
01;2020-05-28;1;0;1;101;73;175;0
02;2020-05-28;0;0;0;2;2;4;09
02;2020-05-28;0;0;0;4;6;10;19
02;2020-05-28;0;0;0;15;10;25;29
02;2020-05-28;0;0;0;12;5;17;39
02;2020-05-28;0;0;0;6;6;12;49
02;2020-05-28;1;0;1;11;5;16;59
02;2020-05-28;0;0;0;7;4;11;69
02;2020-05-28;0;0;0;4;2;6;79
02;2020-05-28;1;0;1;5;0;5;89
02;2020-05-28;0;0;0;0;0;0;90
02;2020-05-28;2;0;2;66;40;106;0
03;2020-05-28;0;0;0;0;1;1;09
03;2020-05-28;0;0;0;8;6;14;19
03;2020-05-28;0;0;0;12;16;28;29
03;2020-05-28;0;1;1;10;16;26;39
03;2020-05-28;0;1;1;9;9;18;49
03;2020-05-28;0;0;0;5;4;9;59
03;2020-05-28;0;1;1;5;6;11;69
03;2020-05-28;1;0;1;3;0;3;79
03;2020-05-28;0;0;0;0;0;0;89
03;2020-05-28;0;0;0;0;0;0;90
03;2020-05-28;1;3;4;52;58;110;0
04;2020-05-28;0;1;1;3;2;5;09
04;2020-05-28;1;1;2;28;6;34;19
04;2020-05-28;0;0;0;35;39;74;29
04;2020-05-28;1;0;1;32;24;56;39
04;2020-05-28;0;0;0;19;24;43;49
04;2020-05-28;0;0;0;25;41;66;59
04;2020-05-28;0;1;1;18;31;49;69
04;2020-05-28;0;0;0;13;19;32;79
04;2020-05-28;0;0;0;12;3;15;89
04;2020-05-28;0;0;0;2;2;4;90
04;2020-05-28;2;3;5;187;191;378;0
05;2020-05-28;0;0;0;0;0;0;09
05;2020-05-28;0;0;0;0;0;0;19
05;2020-05-28;0;0;0;0;0;0;29
05;2020-05-28;0;0;0;0;0;0;39
05;2020-05-28;0;0;0;0;0;0;49
05;2020-05-28;0;0;0;0;0;0;59
05;2020-05-28;0;0;0;0;0;0;69
05;2020-05-28;0;0;0;0;0;0;79
05;2020-05-28;0;0;0;0;0;0;89
05;2020-05-28;0;0;0;0;0;0;90
05;2020-05-28;0;0;0;0;0;0;0
06;2020-05-28;0;0;0;5;1;6;09
06;2020-05-28;2;2;4;6;3;9;19
06;2020-05-28;3;20;23;14;29;43;29
06;2020-05-28;4;8;12;14;20;34;39
06;2020-05-28;2;4;6;14;13;27;49
06;2020-05-28;1;2;3;9;13;22;59
06;2020-05-28;1;1;2;4;5;9;69
06;2020-05-28;0;0;0;1;2;3;79
06;2020-05-28;0;0;0;0;0;0;89
06;2020-05-28;0;0;0;0;0;0;90
06;2020-05-28;13;37;50;67;86;153;0
07;2020-05-28;0;0;0;0;0;0;09
07;2020-05-28;0;0;0;0;0;0;19
07;2020-05-28;0;0;0;1;0;1;29
07;2020-05-28;0;0;0;0;1;1;39
07;2020-05-28;0;0;0;0;0;0;49
07;2020-05-28;0;0;0;0;0;0;59
07;2020-05-28;0;0;0;0;0;0;69
07;2020-05-28;0;0;0;0;0;0;79
07;2020-05-28;0;0;0;0;0;0;89
07;2020-05-28;0;0;0;0;0;0;90
07;2020-05-28;0;0;0;1;1;2;0
08;2020-05-28;0;0;0;0;0;0;09
08;2020-05-28;0;0;0;0;0;0;19
08;2020-05-28;0;0;0;0;1;1;29
08;2020-05-28;0;0;0;1;6;7;39
08;2020-05-28;0;0;0;0;6;6;49
08;2020-05-28;0;0;0;0;3;3;59
08;2020-05-28;0;0;0;0;0;0;69
08;2020-05-28;0;0;0;0;0;0;79
08;2020-05-28;0;0;0;0;0;0;89
08;2020-05-28;0;0;0;0;0;0;90
08;2020-05-28;0;0;0;1;16;17;0
11;2020-05-28;5;1;6;216;209;432;09
11;2020-05-28;5;14;19;226;357;587;19
11;2020-05-28;19;8;27;675;434;1114;29
11;2020-05-28;12;13;25;733;561;1300;39
11;2020-05-28;17;11;28;682;468;1156;49
11;2020-05-28;10;9;19;644;543;1196;59
11;2020-05-28;8;8;16;466;418;887;69
11;2020-05-28;6;3;9;374;344;723;79
11;2020-05-28;11;4;15;317;193;510;89
11;2020-05-28;12;0;12;198;69;267;90
11;2020-05-28;106;71;178;4534;3598;8181;0
24;2020-05-28;1;1;2;34;34;71;09
24;2020-05-28;1;1;2;57;52;110;19
24;2020-05-28;4;3;7;102;68;170;29
24;2020-05-28;3;2;5;113;80;194;39
24;2020-05-28;4;1;5;116;64;180;49
24;2020-05-28;1;1;2;122;62;184;59
24;2020-05-28;1;1;2;100;68;168;69
24;2020-05-28;2;0;2;82;77;159;79
24;2020-05-28;6;3;9;93;57;150;89
24;2020-05-28;6;2;8;73;27;100;90
24;2020-05-28;29;15;44;892;589;1486;0
27;2020-05-28;0;0;0;41;50;91;09
27;2020-05-28;0;0;0;47;55;102;19
27;2020-05-28;4;0;4;124;87;211;29
27;2020-05-28;3;0;3;115;70;185;39
27;2020-05-28;0;0;0;130;83;213;49
27;2020-05-28;1;0;1;147;87;234;59
27;2020-05-28;0;0;0;101;86;187;69
27;2020-05-28;1;1;2;86;91;177;79
27;2020-05-28;1;0;1;94;68;162;89
27;2020-05-28;2;0;2;50;19;69;90
27;2020-05-28;12;1;13;935;696;1631;0
28;2020-05-28;0;0;0;32;39;72;09
28;2020-05-28;1;0;1;41;49;91;19
28;2020-05-28;1;1;2;80;67;147;29
28;2020-05-28;0;0;0;91;72;163;39
28;2020-05-28;0;0;0;67;58;125;49
28;2020-05-28;0;1;1;86;70;156;59
28;2020-05-28;0;0;0;85;89;175;69
28;2020-05-28;0;0;0;61;66;127;79
28;2020-05-28;1;0;1;59;52;111;89
28;2020-05-28;1;0;1;42;18;60;90
28;2020-05-28;4;2;6;644;580;1227;0
32;2020-05-28;0;0;0;103;92;196;09
32;2020-05-28;2;0;2;108;131;239;19
32;2020-05-28;4;5;9;360;220;581;29
32;2020-05-28;7;2;9;398;275;674;39
32;2020-05-28;10;3;13;367;281;649;49
32;2020-05-28;3;1;4;440;246;686;59
32;2020-05-28;3;4;7;258;258;517;69
32;2020-05-28;1;1;2;193;201;394;79
32;2020-05-28;2;2;4;211;131;342;89
32;2020-05-28;5;0;5;127;36;163;90
32;2020-05-28;37;18;55;2566;1871;4442;0
44;2020-05-28;2;1;3;82;78;161;09
44;2020-05-28;2;1;3;112;132;245;19
44;2020-05-28;4;4;9;250;216;469;29
44;2020-05-28;3;2;6;275;219;496;39
44;2020-05-28;1;3;4;286;182;468;49
44;2020-05-28;5;4;9;291;220;511;59
44;2020-05-28;4;5;9;238;256;495;69
44;2020-05-28;4;3;7;214;206;421;79
44;2020-05-28;9;3;12;242;133;375;89
44;2020-05-28;5;1;6;127;36;164;90
44;2020-05-28;39;27;68;2117;1678;3805;0
52;2020-05-28;0;1;1;53;91;154;09
52;2020-05-28;3;5;8;69;79;153;19
52;2020-05-28;3;1;4;199;106;317;29
52;2020-05-28;1;2;3;215;116;343;39
52;2020-05-28;1;4;5;191;103;308;49
52;2020-05-28;2;4;6;176;125;311;59
52;2020-05-28;1;0;1;80;101;184;69
52;2020-05-28;1;2;3;94;92;187;79
52;2020-05-28;0;1;1;120;72;192;89
52;2020-05-28;6;3;9;104;49;155;90
52;2020-05-28;18;23;41;1301;934;2304;0
53;2020-05-28;0;1;1;53;53;108;09
53;2020-05-28;0;1;1;38;56;95;19
53;2020-05-28;1;0;1;63;76;140;29
53;2020-05-28;0;1;1;92;72;164;39
53;2020-05-28;2;1;3;113;61;174;49
53;2020-05-28;1;1;2;93;76;169;59
53;2020-05-28;1;0;1;56;67;123;69
53;2020-05-28;2;0;2;49;41;90;79
53;2020-05-28;3;2;5;92;43;135;89
53;2020-05-28;1;0;1;50;16;66;90
53;2020-05-28;11;7;18;699;561;1264;0
75;2020-05-28;1;0;1;96;130;229;09
75;2020-05-28;1;1;2;117;114;231;19
75;2020-05-28;1;2;3;227;154;381;29
75;2020-05-28;2;2;4;256;161;418;39
75;2020-05-28;0;4;4;279;177;456;49
75;2020-05-28;0;3;3;321;198;519;59
75;2020-05-28;0;1;1;166;131;297;69
75;2020-05-28;1;0;1;109;111;220;79
75;2020-05-28;1;2;3;206;108;314;89
75;2020-05-28;2;0;2;180;62;242;90
75;2020-05-28;9;15;24;1957;1346;3307;0
76;2020-05-28;1;0;1;101;99;203;09
76;2020-05-28;0;0;0;116;130;252;19
76;2020-05-28;0;0;0;240;169;409;29
76;2020-05-28;3;2;5;284;200;484;39
76;2020-05-28;1;1;2;297;214;511;49
76;2020-05-28;1;0;1;298;241;539;59
76;2020-05-28;0;0;0;186;198;384;69
76;2020-05-28;0;1;1;149;216;365;79
76;2020-05-28;1;0;1;242;130;373;89
76;2020-05-28;2;0;2;194;51;245;90
76;2020-05-28;9;4;13;2108;1648;3766;0
84;2020-05-28;1;1;2;117;135;256;09
84;2020-05-28;2;1;3;132;140;273;19
84;2020-05-28;2;5;7;291;208;499;29
84;2020-05-28;2;0;2;340;219;560;39
84;2020-05-28;4;2;7;313;177;491;49
84;2020-05-28;4;2;6;330;200;530;59
84;2020-05-28;3;2;5;220;203;423;69
84;2020-05-28;1;3;4;191;178;370;79
84;2020-05-28;4;3;7;226;160;386;89
84;2020-05-28;0;0;0;191;47;238;90
84;2020-05-28;23;19;51;2351;1667;4048;0
93;2020-05-28;0;1;1;74;103;184;09
93;2020-05-28;1;0;1;106;85;203;19
93;2020-05-28;1;1;3;288;225;565;29
93;2020-05-28;4;3;9;315;240;595;39
93;2020-05-28;2;8;10;274;241;541;49
93;2020-05-28;3;3;6;313;236;565;59
93;2020-05-28;1;2;5;268;222;516;69
93;2020-05-28;1;3;5;196;227;447;79
93;2020-05-28;4;1;6;221;174;409;89
93;2020-05-28;2;0;2;152;45;202;90
93;2020-05-28;19;22;48;2207;1798;4228;0
94;2020-05-28;0;0;0;4;6;10;09
94;2020-05-28;0;0;0;5;4;10;19
94;2020-05-28;0;0;0;13;17;30;29
94;2020-05-28;1;0;1;24;30;54;39
94;2020-05-28;0;0;0;19;28;47;49
94;2020-05-28;0;0;0;23;33;56;59
94;2020-05-28;1;1;2;10;12;22;69
94;2020-05-28;0;0;0;10;11;21;79
94;2020-05-28;0;0;0;5;6;11;89
94;2020-05-28;0;0;0;7;1;8;90
94;2020-05-28;2;1;3;120;148;269;0
01;2020-05-29;0;0;0;0;2;2;09
01;2020-05-29;0;0;0;4;4;8;19
01;2020-05-29;0;0;0;11;12;24;29
01;2020-05-29;0;0;0;8;3;11;39
01;2020-05-29;0;0;0;16;8;24;49
01;2020-05-29;0;0;0;12;10;22;59
01;2020-05-29;0;0;0;10;9;19;69
01;2020-05-29;0;0;0;5;5;10;79
01;2020-05-29;0;0;0;2;1;3;89
01;2020-05-29;0;0;0;0;0;0;90
01;2020-05-29;0;0;0;68;54;123;0
02;2020-05-29;0;0;0;3;3;6;09
02;2020-05-29;0;0;0;14;6;20;19
02;2020-05-29;0;0;0;27;19;46;29
02;2020-05-29;0;0;0;13;12;25;39
02;2020-05-29;0;0;0;7;8;15;49
02;2020-05-29;1;0;1;15;14;29;59
02;2020-05-29;0;0;0;16;5;21;69
02;2020-05-29;0;0;0;4;2;6;79
02;2020-05-29;0;0;0;2;2;4;89
02;2020-05-29;0;0;0;1;0;1;90
02;2020-05-29;1;0;1;102;71;173;0
03;2020-05-29;0;0;0;1;1;2;09
03;2020-05-29;0;0;0;2;0;2;19
